name,pca_feat
Apple Red 3,"[-1.3337315948350559,-18.53679169113754,-4.989498329186836,-11.206581877131716,-0.5815892696602787,4.071956980660959,2.1055519658998656,1.125980672922839,-3.626192004983174,0.5315692208611126,1.7565369991812039,-2.1998685022753257,-2.5994877053826477,-2.236355652061803,5.026066089130994,1.434685585985831,-1.4025100749854063,-3.2043676736152715,-3.2828994408931114,0.20450443518783948,-0.8513719967807669,-1.988240424997177,-1.254251628374292,1.118658242706164,3.126625704221125,1.4049370927120537,1.6614876083163452,-1.6307602982712672,1.3489387737926761,-1.1881119417672807,1.5946494021476527,1.5311424295591882,-0.23235788018448622,-3.5913677097500867,-2.0514346033985134,-2.3867120451275694,-0.41211563751914887,-0.1432453191272448,-0.270155489322996,2.7422844882357236,0.03522199744933445,-2.321252777549162,-1.9518293145133863,-0.27272895245702283,-0.9370014184762229,-0.9097215182625695,0.11873816356196458,1.0600941537137174,1.6302583754406703,1.6127768222120646,-0.12043018505407699,-1.3375633547190815,0.6777404691359368,-0.4625072558541123]"
Peach,"[-0.4227168299709497,-20.724937849289777,-4.219309442824611,-7.467502302554983,-5.89529332714571,0.6061590442359811,1.694170592577724,-0.9889063348920097,-1.1023046088900816,1.709586753849865,3.1020013864872165,-2.096246909805715,0.2143927896299305,-1.7454834269960615,2.287581570054791,-1.0305101635695897,-0.5486450068517942,-3.9109206410673343,-4.078990418645777,1.043841465972256,-0.7248519737497222,-1.8739778959821356,-0.06414035003291166,0.9925610300573967,1.608850890092528,0.6043226359751439,2.495469422537617,0.5645714950561069,0.15934321481419786,-1.9329166538479807,0.8696042777371819,2.5165304029451603,-0.7584420469789567,-0.9715464608749076,-2.1001917322972914,-0.833004542622581,-0.674338697503205,0.7685811025133049,-0.2832598720533989,1.875695323431177,-1.1268652674268154,-1.241629810324045,-1.502364561149507,-1.8358191475364196,-1.3786925329413555,-0.8348899766507272,1.9250269749748916,1.5417444913992548,1.2759715143019381,1.2904501889227136,0.9808981078200556,-1.4304595162474032,0.44031724502003416,-0.4836062230120151]"
Huckleberry,"[-1.4441939579021763,-18.365833788329326,-4.176309104107912,-10.161680847066838,-4.542174002416372,1.9817571919799135,2.9802764849223697,2.246354989140422,-3.0765288700546525,1.6202892477866548,0.25194483462154316,-3.062633517888178,2.2835413162266693,1.025488755883785,2.933248741874142,-3.2637501951145245,-0.47369754679404585,-2.0016552647627615,-2.248595171580473,1.541374805372227,-0.7157172678264022,-5.405367122136561,-1.3289975600313997,0.16691025555945113,3.1481472893234854,1.2598638267738875,2.4625675868427126,1.7067609470006877,1.8767420089608389,-0.419034240602825,2.2247627357753466,2.259427783850486,-0.6020130769904454,-2.2592325391876438,-0.7598570714394323,-1.3980173405441723,1.4388166495248238,1.7596110851163886,1.139620875871952,1.9486759297511715,-0.32398960458800646,-0.9878490645069065,-2.1144906807002894,-1.3614011581302436,-0.5776524138344699,-1.2281587401680683,1.1927824432971819,0.5723971160564196,1.1318884994227458,1.309045618822016,0.5749132112597777,-1.4820099282815964,0.5270516654520084,0.3669239097220701]"
Peach,"[-1.3608724352130004,-20.321668660066226,0.7966937159061511,-9.185683731179962,-6.497993925091669,3.641713899152031,3.1944509418579714,1.0504020308691904,-0.9319538211879933,0.8561262007393821,3.3873599941696715,-2.590643162794193,1.343490205464291,-1.3853671500237108,2.3303053468057238,-1.801073490237584,1.5888158601102693,-1.2086472121471175,-3.8649675979736315,0.5290504279563538,-0.9655837256769548,-2.8061419614004888,-0.8127106151799288,0.6478519542523845,1.323632585234936,0.7321730573463214,1.439882030690894,0.07377761828258615,0.43064757195343856,-1.1981809205801712,1.5856575989171338,2.7416720238455454,-0.35983541488075105,-2.250158625544171,-1.9683353254068485,-1.29693270728282,0.6466519813048154,0.11854218949476494,0.185257934972763,1.0463763505411352,1.2230491657432112,-1.508774265579497,-1.0317536823971587,-0.9659078116488404,-1.7644874923346985,-0.6855364881267044,0.9184423970396574,0.7034297898906183,0.932702585569841,1.502358636175122,0.9028550500514575,-2.177074533689364,1.041660737184736,-0.4795147119843927]"
Walnut,"[-18.89726878180874,-20.765383862996604,-5.797424731565726,-12.353224548521847,-6.379801431906835,1.584194049222897,3.2690947820027207,0.4820650320760968,-1.112363900155919,1.6724904108947853,2.674527970456513,-1.9296195134384746,0.4291983591706641,1.2584507432728742,3.195653819605132,-0.8179976691514618,0.3926541555424287,-1.7088920844398425,-3.1953757861252723,0.18252726820761908,-0.45791373343084524,-4.808342488421548,-0.7426279130386721,0.6414291358755343,3.5123435610084166,1.2118422669436002,2.0003251231656027,0.23653160690374378,0.9724621654336295,-1.8370785407251586,2.188153886166411,2.327393044269051,-0.45865983873878513,-2.7634846723207813,-2.978792891456591,-1.5916656474234967,0.4456451880479562,0.6608728431485897,0.05516337624597507,1.4983707674823092,-0.263664396577751,-1.8810971843584772,-2.71572390929092,-1.5178604019726742,-1.2596635070919016,-1.15153117172969,0.7150559607302494,0.5013897250694831,1.2619209097686181,1.8159561238705344,0.33860864846376976,-0.9984661846781029,0.10145808565260822,0.6370866547517171]"
Strawberry,"[-8.19424228589981,-27.195433242855326,-0.6701436924621854,-8.969252633484833,-8.886009879944725,1.5325321463517132,4.578969464373388,1.4110932521060042,-2.495676448183076,4.057623310667057,3.365289020364228,-0.3936032067590497,-2.4764461809083325,1.475791026159732,3.135671211081813,-1.662246801606919,1.067916948827935,-3.66346805898453,-2.8824932220865858,0.4199699366273924,-0.3564485959792188,-2.5442170902131243,-3.1923723854642385,1.2672644040844294,2.40438169005201,1.6345468713497084,1.2846080122532553,2.544257421934408,0.844303526187289,0.6278028516830247,1.1545122115091055,2.4846691076085876,-0.9312879733849427,-2.9371634854121824,-1.7487092775839839,0.9117591338271438,0.3411444569075746,0.6336284018000671,-1.1638388817589267,1.5705119706293293,-1.0410340913932734,-1.8457780740609127,-2.2459054185378307,-1.0893497493892905,-0.4308489036625507,-0.9111969230726026,1.784769595779861,0.7073064565822557,1.1158497735515316,1.2126606589605204,0.5480875127845473,-2.1241965692381366,-0.06412493607135586,0.94174795476241]"
Apple Red 1,"[-0.6311454628789352,-26.036065294368623,-5.190136054019648,-14.721341434445346,-6.813475697606849,-2.039931637326119,0.45148451128464123,3.4170639522498725,2.602646550198827,2.7263232912135242,3.6967893206675586,-3.9949286001955246,-0.19849789360270956,1.951809079806743,5.105505996744139,-0.3675469001583652,-0.2908619278151737,-1.5560985327244579,-3.0527059751754364,-0.19498501504894877,-0.29742504757790095,-4.282243039415154,-1.7728178696992405,0.3416278818716242,0.803588079781621,1.021922572438956,1.968332466445742,1.1329341746560284,1.8983129306920916,0.09917503683803071,1.765487464721886,2.1055438647670623,0.014700006778504034,-1.1391924233950552,-2.4926044841951724,-0.4522802263388909,0.37819962460763273,1.8616617425429591,0.162312333696757,1.9074938855559387,-1.4870453827448995,-1.0442943204439288,-2.5113279379452087,-1.928745779763782,-1.2995999542719041,-2.20688946724703,-0.0773926641863898,0.3552106647993087,0.6101721349123365,2.141775252578295,1.9262525709245375,-1.7398024499226319,0.43896062716236983,-0.14443331966868037]"
Apple Red Yellow 2,"[-14.529719236747198,-16.489806306450344,-3.471049383879794,-11.49403710237745,-6.524445219961143,1.1541195893385408,-0.217125057691441,2.0388343572105434,-0.9621743627162994,1.0366702095380094,3.109300572500978,1.7141526929832112,-0.222633652280264,-1.381017265750387,4.624372972630751,-1.3956958825984704,-1.0027821110150879,-0.11450732957847998,-2.3467909179711364,3.33455301745214,-1.5724347312926354,-3.614256909482254,-0.744074572890491,1.007162664887156,0.13506922206846877,2.2387232867441678,2.463543794247082,1.1806558527545445,0.24669479442625555,-0.8459910953886121,1.8421092633141503,2.3027598725197342,-0.41024922250991264,-3.342015755595238,-2.3872055094515896,-1.254491376795728,-0.029918766911918037,-0.04527867700389256,-0.5314387812421159,1.989083924344567,0.4614925013948809,-2.844112448990679,-2.7024319051822947,-1.0741038229746638,-0.28452059279238995,-1.294082493339236,1.475687488473478,0.9546845393303957,1.0172116963203623,1.9217838111084486,0.8166195490701017,-1.73311374128536,0.8454568681516414,1.312157981568517]"
Tomato 1,"[-14.684491394190438,-22.427645370028134,-6.74345805881554,-9.765461032169299,-7.11391105691789,0.8490176689995615,0.8707778099968757,3.033654265562217,4.584886952311931,0.4884940631059137,5.036004681884546,-1.5562281326569285,-0.7284273772817962,0.35084795415672626,5.203168763205764,-4.209064148171299,1.0932672010850901,-1.1987195496151164,-2.6361954280566566,1.454192856950285,0.588682166966994,-4.759703741888296,-1.8792193088837381,-0.4139361109453869,1.7545539390762865,1.0575368445935378,2.0703705461566035,0.8811186031799084,-0.3598572779334083,-2.3938017408750234,3.2395881412859637,1.9550180141245979,-0.37004357697484913,-1.539108025804459,-1.3752310173146343,-1.4050526563441519,1.2727485119514006,-0.7887976286253187,0.8174863421333947,0.2303453586885962,-1.2786075492865605,-1.7958985358830621,-1.5513699414188071,-0.2836874594590411,-1.771198173983597,-0.45326995621814326,-0.6309779416555843,0.6134028979540631,1.3411950912391906,0.9040068566082634,1.5348710847965108,-2.6370238312873107,0.39288121391662906,-0.4612299937894618]"
Kiwi,"[-2.167134700024666,-24.19526691572679,-3.7836875758119577,-11.514620215837924,-8.029912845641844,1.241673180576866,3.061507730974125,6.37734614803734,-0.9104613123634179,1.9871956351457642,3.933553875984716,1.5499728690743972,1.409085212302709,2.342780250431404,3.709724458452996,-0.7988525403584843,-0.44734743984468056,-0.6997114979352027,-2.9848300316085856,-0.6062567079791852,-1.5947371077446642,-3.783500924133547,-3.0793738526759666,2.802527021098472,2.0147268707597608,2.726545281751029,0.8867409742365737,0.14211043033226056,0.05060281170456977,-2.093911678245458,1.2498062056392911,2.2913083264926244,-0.23892009510980602,-1.8339928044558078,-2.0778901957933402,-1.8359899755697549,0.44012877808364864,-0.4347299154555742,0.47574190368159874,1.4904386302059955,-0.2597739457968912,-0.6496218697842431,-2.2453061450545877,-0.8638191530793212,-0.5793126152387434,-1.0891205658460166,1.3052792163322258,0.6890907572518419,0.8427122688421788,2.2464011776754162,0.15653729540753267,-0.7789974066338644,1.8254519643920657,0.5322897899261957]"
Kohlrabi,"[-16.605582513678844,-21.60306958092811,-5.10758385801575,-12.189831356115702,-6.192151951991019,2.553054339709379,3.0695666774768067,2.7243168161917133,-2.8892799671953266,1.881378451454107,4.121664697570143,-4.12322642896158,4.108654528622681,1.6805302915291502,3.496022762866069,-1.5316891660641703,0.8569818354568831,-0.37625479978868387,-3.7456679941812574,0.2841716243604997,-0.08664116838880677,-5.072148882124932,-1.781289944390098,0.03184988934864431,2.0850798164681343,1.4517337983262477,2.9053378246332184,0.650009994725055,-1.0355721449923487,-2.127547134161574,2.627518137607366,2.5174023285196183,-0.46219033687422606,-1.2270609756875306,-1.9296339412111059,-0.34248364712342766,-0.10796136277467762,0.5295189111379306,-0.39263633161808625,2.1428186950308334,-0.2774672935582487,-2.825656542780169,-2.119052244446456,-1.4984120694867702,-0.8546185522615648,-1.8707902833744263,1.2500987919039834,0.8443730574559485,0.45613649371306686,1.7559824699509663,0.7978126558132638,-1.4613338713240196,0.31281109031558735,-2.132182691691306]"
Pomelo Sweetie,"[-2.099503879736089,-29.32708830058778,0.4203357703035776,-9.12508923724416,-7.151482796411226,5.02277393199152,1.0463058837415382,2.716532163118514,-3.1212558167017947,1.9044150709465375,2.637947245397672,-0.03398038444018467,-0.024105786898487268,2.1644723087260465,4.026540657767037,-1.0102487344181348,1.0598834163206956,-3.186706108478536,-2.1700680514113637,1.7318528882025874,1.6064113653521979,-2.4453584877282015,-1.113760127561479,-0.2768461087061097,1.3820534346090483,-0.28885933124236635,2.6082186910022687,0.5186723270022874,1.8022875547651875,-1.492680244506926,1.9037864352800737,2.357677521110296,-0.4396076224838623,-2.4168003327225,-1.0992065399075122,-2.2408097323634095,0.6020545938384483,0.41030641642002247,-0.007144598215835562,1.9105909677526638,-0.13553762026024002,-1.5575170424648919,-2.489974377103453,-1.8057420813483782,-2.419079441109753,-0.7177490157523694,0.7263626166026685,0.2583071643474751,0.5744400928980601,2.1012524742731893,0.3377477010453334,-2.455977534823881,-0.0835701447826617,0.8003489901230038]"
Apple Crimson Snow,"[-13.213011569716647,-16.275792740325926,-3.623882808319358,-12.726206195248173,-7.475656277676678,1.988386507816512,-2.175330160839657,2.0446305036936243,-1.4690635672499488,0.6955131949029113,4.90658945118181,0.17676350603715896,0.29107217881005326,1.2825304604062517,2.410160599697562,0.27000550955786523,0.008753681913285382,-1.3942164380852453,-3.642997109931947,1.6146522309009348,-2.290863846043488,-4.110495096075005,0.2992577674010511,1.5013280920315863,1.4024263997867092,1.5738580551255976,1.2882626686599195,0.8377039147529027,-0.47067342585548616,-0.32583322042248825,2.077295907076899,3.360208415172505,0.11843075704724079,-2.69263260834746,-2.439918796666402,-1.0912478530662955,2.3155332375220383,0.20989170477343494,1.8577102660910898,1.014657592942051,0.0869346029685599,-1.8722909856745533,-2.5226549634036695,-0.5459999841169526,-1.3586782228932717,-1.2251989471591291,0.35006041602031274,1.3299070406790892,1.201721294000948,1.9588592334615598,0.4732754469828888,-1.7962910024943926,0.5813641105697841,0.5423217671310324]"
Pomelo Sweetie,"[-1.3391956454360165,-28.912033709305415,-0.5579379084137928,-10.244613699742663,-8.12659518410423,3.697816495344966,0.10212119762647019,2.375631704390482,-3.2333578029951306,1.5286339550373564,3.1932555515284573,-0.08361720145720962,0.45499665904473446,1.8834352705374993,2.7089421044492332,-1.070464756777398,2.871593335095667,-2.954438971068361,-1.4739933449920821,2.0212518544323537,0.3197830870815997,-3.065994932343793,-1.1864773712578731,-0.561029111328201,0.4815736374897071,0.3616179485251411,2.6282585324760657,0.15989773970193807,1.9014951403702016,-2.5426576127476377,2.4419944170416064,1.6591509267099391,-0.4228166329987074,-3.106267303325151,-1.6955487914843044,-1.8820960237893154,1.0234805411138794,0.21174977427086633,-0.2747797410247304,1.2727287223898252,1.2911828313593365,-2.5859813416133206,-2.837206768718823,-1.1046593281322314,-1.3861752381451238,-1.023955170794881,0.8902466170058011,1.2797272095212222,1.2940787801680962,2.5095936962028285,-0.04201487885791225,-2.01445232677518,-0.3826915600546831,1.5273127051032496]"
Pepper Yellow,"[-11.447918720962852,-16.656003192463373,0.8359990673924453,-10.350144330921632,-6.061593952555416,0.3354343464685354,1.9297188280299808,3.764300532897354,1.8142469600709015,-1.4480573035950113,3.5378927516697742,-2.811813687948944,3.156062296352076,3.032693289606391,2.3066518180472535,-1.4798482111424007,-1.045643115650332,-1.3419722672699312,-2.015713370004736,-0.5294412452496603,1.965298875171624,-1.989303953003787,-1.7931701816761176,-0.2792664834283952,0.8790656993586315,1.0604289040491865,1.69775233951197,0.9466138815532176,0.1847615567327028,-0.9753151180265773,0.05380682878704049,0.9668936155655458,-0.8615017979038283,0.5889171754975199,-1.702894035168767,-2.522698894733112,2.9585392280611593,-0.08635245689561494,0.09015643995124563,1.0280291637015269,0.232220368818207,-0.8691287671907245,-2.4513033708134992,-2.222665929371079,-1.148376973356794,-1.1857009364782214,0.5821638070104991,0.4409060035381525,0.614294245757653,0.7660325034395227,0.4476712461471158,-0.6460061744824018,1.2785960554979854,0.27685688418229043]"
Lemon Meyer,"[-3.62891745412896,-18.61146934075251,-2.7643562388553033,-15.03417023980568,-5.412733965076839,1.7317416190589112,1.63818554859748,1.700779700258236,0.35652749309851717,1.772391785601643,4.935437971654757,1.7884125106549087,4.034086578313481,1.4743760966689838,3.8783209940884302,-0.9850793834680024,1.5110611195757615,-1.2028507258800174,-3.07326573603771,1.8747667158734713,1.3969819332967952,-3.7820832746581328,1.156029981050975,-1.2470540695330479,1.4399750157966928,1.6768401224319793,1.6291644591607295,0.8058800579286783,0.8971162436703956,-1.1399567239841342,1.0787168838653558,3.7219949530800407,-0.8715653577807733,-3.6854864986381926,-1.776581744148308,-1.5136568328656468,0.8457418889209588,0.622780932405052,0.24558863381270324,1.2091125880031717,-0.8735415546782876,-0.9991001186947626,-1.5408485939244445,-1.081348098911753,-1.1772483487514145,-2.1321577347551357,0.4130213372966871,0.4721089386920339,1.609542159788464,1.610497407809236,0.9909172972242863,-0.7726381868158642,1.382149498994248,-0.29826893251316783]"
